"Date","Time","Open","High","Low","Close","Volume"
08/25/2014,1100,101.96,101.98,101.95,101.98,43432
08/25/2014,1101,101.97,101.99,101.94,101.98,58499
08/25/2014,1102,101.97,101.98,101.92,101.94,80883
08/25/2014,1103,101.94,101.94,101.9,101.92,59509
08/25/2014,1104,101.91,101.93,101.91,101.92,57641
08/25/2014,1105,101.92,101.93,101.91,101.92,55016
08/25/2014,1106,101.92,101.93,101.88,101.9,62815
08/25/2014,1107,101.91,101.92,101.87,101.91,53138
08/25/2014,1108,101.91,101.93,101.88,101.92,48090
08/25/2014,1109,101.92,101.92,101.84,101.84,110589
08/25/2014,1110,101.85,101.85,101.83,101.83,48090
08/25/2014,1111,101.83,101.85,101.82,101.83,64804
08/25/2014,1112,101.83,101.85,101.83,101.85,34417
08/25/2014,1113,101.85,101.85,101.82,101.82,44646
08/25/2014,1114,101.82,101.85,101.82,101.85,38563
08/25/2014,1115,101.84,101.86,101.84,101.86,35374
08/25/2014,1116,101.86,101.88,101.85,101.87,52921
08/25/2014,1117,101.88,101.93,101.87,101.92,51357
08/25/2014,1118,101.92,101.96,101.92,101.96,71147
08/25/2014,1119,101.95,101.97,101.94,101.95,77932
08/25/2014,1120,101.96,101.96,101.94,101.95,63112
08/25/2014,1121,101.95,101.97,101.95,101.96,66462
08/25/2014,1122,101.96,101.96,101.93,101.94,36577
08/25/2014,1123,101.94,101.94,101.91,101.92,45621
08/25/2014,1124,101.92,101.93,101.91,101.93,46941
08/25/2014,1125,101.93,101.96,101.92,101.96,49802
08/25/2014,1126,101.96,101.97,101.93,101.95,77274
08/25/2014,1127,101.95,101.98,101.94,101.98,69185
08/25/2014,1128,101.98,102,101.97,101.99,187797
08/25/2014,1129,101.99,102,101.95,101.98,92600
08/25/2014,1130,101.99,102,101.95,101.97,126203
08/25/2014,1131,101.97,101.98,101.91,101.93,83857
08/25/2014,1132,101.93,102,101.92,101.99,77278
08/25/2014,1133,101.99,102.02,101.98,102.01,308728
08/25/2014,1134,102.02,102.05,102,102.03,139255
08/25/2014,1135,102.03,102.04,102,102.01,116511
08/25/2014,1136,102.01,102.01,101.96,102,119281
08/25/2014,1137,102.01,102.02,101.99,102.01,55720
08/25/2014,1138,102,102.02,101.98,101.98,69538
08/25/2014,1139,101.99,102.06,101.98,102.06,120484
08/25/2014,1140,102.06,102.06,102.02,102.04,85404
08/25/2014,1141,102.04,102.04,101.99,101.99,52842
08/25/2014,1142,101.99,102,101.98,101.99,31330
08/25/2014,1143,102,102,101.97,101.97,58558
08/25/2014,1144,101.97,101.99,101.96,101.99,33891
08/25/2014,1145,101.99,102,101.95,101.98,59769
08/25/2014,1146,102,102,101.98,101.99,15127
08/25/2014,1147,101.98,102,101.98,102,75447
08/25/2014,1148,102,102,101.96,101.96,78140
08/25/2014,1149,101.95,101.98,101.94,101.97,48447
08/25/2014,1150,101.98,101.98,101.96,101.98,39609
08/25/2014,1151,101.98,101.99,101.97,101.98,34181
08/25/2014,1152,101.98,101.99,101.95,101.96,71952
08/25/2014,1153,101.96,101.98,101.95,101.98,48836
08/25/2014,1154,101.98,101.98,101.96,101.98,29194
08/25/2014,1155,101.98,101.98,101.94,101.94,85286
08/25/2014,1156,101.94,101.95,101.93,101.95,65855
08/25/2014,1157,101.95,101.95,101.94,101.94,14680
08/25/2014,1158,101.95,101.96,101.94,101.94,50958
08/25/2014,1159,101.95,101.95,101.93,101.94,36318
08/25/2014,1200,101.93,101.95,101.93,101.93,44655
08/25/2014,1201,101.94,101.95,101.93,101.95,12888
08/25/2014,1202,101.95,101.96,101.94,101.96,32089
08/25/2014,1203,101.96,101.97,101.94,101.97,35711
08/25/2014,1204,101.97,101.98,101.96,101.98,21621
08/25/2014,1205,101.98,101.98,101.96,101.97,62433
08/25/2014,1206,101.97,101.97,101.95,101.96,37222
08/25/2014,1207,101.96,101.96,101.93,101.94,40007
08/25/2014,1208,101.94,101.94,101.88,101.91,176794
08/25/2014,1209,101.91,101.93,101.89,101.9,58581
08/25/2014,1210,101.91,101.95,101.91,101.95,33694
08/25/2014,1211,101.95,101.96,101.93,101.96,51699
08/25/2014,1212,101.97,101.99,101.96,101.97,38660
08/25/2014,1213,101.96,101.97,101.9,101.9,57680
08/25/2014,1214,101.89,101.93,101.89,101.92,42349
08/25/2014,1215,101.92,101.94,101.84,101.88,77018
08/25/2014,1216,101.88,101.94,101.88,101.94,28137
08/25/2014,1217,101.94,101.94,101.9,101.91,21118
08/25/2014,1218,101.92,101.93,101.9,101.91,32288
08/25/2014,1219,101.9,101.94,101.87,101.92,41251
08/25/2014,1220,101.92,101.95,101.92,101.94,27387
08/25/2014,1221,101.94,101.95,101.92,101.93,27939
08/25/2014,1222,101.93,101.95,101.93,101.95,13670
08/25/2014,1223,101.94,101.97,101.93,101.97,37269
08/25/2014,1224,101.96,101.97,101.93,101.96,56162
08/25/2014,1225,101.95,101.96,101.87,101.88,115441
08/25/2014,1226,101.88,101.91,101.88,101.9,22204
08/25/2014,1227,101.91,101.94,101.9,101.92,42196
08/25/2014,1228,101.92,101.92,101.77,101.77,246459
08/25/2014,1229,101.76,101.78,101.7,101.75,168623
08/25/2014,1230,101.75,101.77,101.7,101.74,61021
08/25/2014,1231,101.73,101.74,101.7,101.72,63921
08/25/2014,1232,101.72,101.73,101.66,101.68,101641
08/25/2014,1233,101.69,101.79,101.69,101.78,86975
08/25/2014,1234,101.77,101.79,101.75,101.75,51962
08/25/2014,1235,101.75,101.76,101.71,101.72,49552
08/25/2014,1236,101.72,101.73,101.66,101.69,82937
08/25/2014,1237,101.7,101.71,101.69,101.7,20658
08/25/2014,1238,101.7,101.72,101.68,101.69,74301
08/25/2014,1239,101.68,101.69,101.65,101.67,63677
08/25/2014,1240,101.67,101.67,101.64,101.65,42882
08/25/2014,1241,101.65,101.67,101.64,101.65,43184
08/25/2014,1242,101.64,101.66,101.63,101.66,40490
08/25/2014,1243,101.67,101.72,101.65,101.72,76952
08/25/2014,1244,101.71,101.71,101.68,101.68,50228
08/25/2014,1245,101.69,101.69,101.64,101.65,41761
08/25/2014,1246,101.65,101.66,101.64,101.65,45973
08/25/2014,1247,101.65,101.65,101.61,101.61,62120
08/25/2014,1248,101.62,101.62,101.57,101.6,185727
08/25/2014,1249,101.59,101.67,101.59,101.67,72746
08/25/2014,1250,101.67,101.68,101.61,101.64,54118
08/25/2014,1251,101.63,101.65,101.61,101.62,56616
08/25/2014,1252,101.61,101.63,101.6,101.62,33212
08/25/2014,1253,101.62,101.62,101.53,101.56,138037
08/25/2014,1254,101.56,101.57,101.55,101.56,74055
08/25/2014,1255,101.56,101.56,101.5,101.51,144178
08/25/2014,1256,101.5,101.54,101.46,101.54,291828
08/25/2014,1257,101.53,101.58,101.52,101.58,101857
08/25/2014,1258,101.58,101.59,101.54,101.56,91591
08/25/2014,1259,101.56,101.59,101.56,101.57,67691
08/25/2014,1300,101.56,101.56,101.51,101.54,43996
08/25/2014,1301,101.54,101.55,101.48,101.5,83182
08/25/2014,1302,101.49,101.5,101.48,101.5,42604
08/25/2014,1303,101.49,101.5,101.48,101.49,33035
08/25/2014,1304,101.48,101.49,101.44,101.45,120309
08/25/2014,1305,101.45,101.46,101.41,101.45,90965
08/25/2014,1306,101.45,101.45,101.38,101.39,204218
08/25/2014,1307,101.38,101.44,101.38,101.43,92967
08/25/2014,1308,101.42,101.43,101.4,101.4,54071
08/25/2014,1309,101.41,101.43,101.28,101.37,230599
08/25/2014,1310,101.38,101.41,101.29,101.41,131311
08/25/2014,1311,101.4,101.46,101.39,101.44,62908
08/25/2014,1312,101.45,101.56,101.45,101.55,140164
08/25/2014,1313,101.55,101.59,101.51,101.58,82642
08/25/2014,1314,101.59,101.61,101.57,101.61,99407
08/25/2014,1315,101.61,101.66,101.58,101.62,111041
08/25/2014,1316,101.62,101.63,101.58,101.59,41408
08/25/2014,1317,101.6,101.6,101.57,101.58,59156
08/25/2014,1318,101.59,101.6,101.56,101.6,58464
08/25/2014,1319,101.6,101.6,101.59,101.6,17242
08/25/2014,1320,101.6,101.6,101.58,101.59,20143
08/25/2014,1321,101.58,101.59,101.55,101.57,59753
08/25/2014,1322,101.58,101.6,101.57,101.6,31055
08/25/2014,1323,101.59,101.6,101.56,101.59,25297
08/25/2014,1324,101.59,101.6,101.58,101.59,31007
08/25/2014,1325,101.59,101.64,101.57,101.64,73942
08/25/2014,1326,101.64,101.65,101.61,101.64,85353
08/25/2014,1327,101.64,101.66,101.64,101.65,92918
08/25/2014,1328,101.65,101.65,101.61,101.63,66029
08/25/2014,1329,101.64,101.68,101.63,101.68,58468
08/25/2014,1330,101.68,101.69,101.67,101.69,38428
08/25/2014,1331,101.68,101.69,101.62,101.65,78417
08/25/2014,1332,101.65,101.68,101.65,101.66,32718
08/25/2014,1333,101.66,101.68,101.66,101.68,20073
08/25/2014,1334,101.68,101.68,101.64,101.65,33875
08/25/2014,1335,101.65,101.69,101.64,101.67,57372
08/25/2014,1336,101.67,101.68,101.65,101.66,33395
08/25/2014,1337,101.65,101.68,101.65,101.68,28873
08/25/2014,1338,101.67,101.67,101.63,101.64,42278
08/25/2014,1339,101.64,101.66,101.63,101.65,22046
08/25/2014,1340,101.65,101.66,101.62,101.65,24361
08/25/2014,1341,101.66,101.66,101.65,101.66,30280
08/25/2014,1342,101.66,101.66,101.64,101.64,32501
08/25/2014,1343,101.64,101.65,101.63,101.64,24107
08/25/2014,1344,101.65,101.69,101.65,101.66,87650
08/25/2014,1345,101.66,101.68,101.65,101.67,37394
08/25/2014,1346,101.67,101.69,101.66,101.69,33252
08/25/2014,1347,101.69,101.69,101.66,101.67,23441
08/25/2014,1348,101.68,101.74,101.68,101.74,65007
08/25/2014,1349,101.73,101.74,101.69,101.72,46173
08/25/2014,1350,101.71,101.71,101.69,101.69,22228
08/25/2014,1351,101.7,101.7,101.66,101.66,39852
08/25/2014,1352,101.67,101.69,101.67,101.69,25076
08/25/2014,1353,101.68,101.69,101.65,101.66,57911
08/25/2014,1354,101.67,101.7,101.66,101.7,27427
08/25/2014,1355,101.7,101.73,101.69,101.72,63070
08/25/2014,1356,101.73,101.75,101.71,101.75,42921
08/25/2014,1357,101.74,101.75,101.71,101.71,45561
08/25/2014,1358,101.71,101.71,101.64,101.65,70411
08/25/2014,1359,101.65,101.67,101.63,101.63,44266
08/25/2014,1400,101.64,101.65,101.62,101.64,35402
08/25/2014,1401,101.63,101.64,101.61,101.62,28831
08/25/2014,1402,101.63,101.63,101.6,101.61,67449
08/25/2014,1403,101.62,101.62,101.56,101.56,59113
08/25/2014,1404,101.57,101.57,101.53,101.55,56160
08/25/2014,1405,101.54,101.55,101.51,101.51,44747
08/25/2014,1406,101.51,101.52,101.48,101.5,64117
08/25/2014,1407,101.49,101.55,101.49,101.55,68638
08/25/2014,1408,101.55,101.55,101.53,101.53,29316
08/25/2014,1409,101.52,101.6,101.52,101.6,58237
08/25/2014,1410,101.6,101.62,101.58,101.61,57426
08/25/2014,1411,101.61,101.61,101.58,101.6,59894
08/25/2014,1412,101.61,101.61,101.56,101.57,36613
08/25/2014,1413,101.56,101.59,101.53,101.59,60577
08/25/2014,1414,101.59,101.6,101.58,101.58,34771
08/25/2014,1415,101.58,101.6,101.57,101.6,24939
08/25/2014,1416,101.59,101.6,101.58,101.59,28717
08/25/2014,1417,101.58,101.6,101.57,101.58,41689
08/25/2014,1418,101.58,101.59,101.52,101.52,73713
08/25/2014,1419,101.53,101.55,101.49,101.54,47236
08/25/2014,1420,101.55,101.57,101.53,101.56,26825
08/25/2014,1421,101.57,101.57,101.55,101.56,21933
08/25/2014,1422,101.56,101.61,101.56,101.6,75853
08/25/2014,1423,101.59,101.6,101.56,101.58,30123
08/25/2014,1424,101.57,101.58,101.56,101.56,21426
08/25/2014,1425,101.56,101.57,101.52,101.53,51682
08/25/2014,1426,101.53,101.53,101.48,101.5,88919
08/25/2014,1427,101.5,101.52,101.49,101.51,24066
08/25/2014,1428,101.51,101.52,101.5,101.52,21599
08/25/2014,1429,101.52,101.57,101.5,101.56,68328
08/25/2014,1430,101.57,101.57,101.53,101.55,53958
08/25/2014,1431,101.54,101.55,101.52,101.52,26398
08/25/2014,1432,101.52,101.53,101.5,101.5,44287
08/25/2014,1433,101.51,101.51,101.5,101.5,11827
08/25/2014,1434,101.51,101.51,101.5,101.5,11750
08/25/2014,1435,101.51,101.59,101.5,101.59,46976
08/25/2014,1436,101.59,101.59,101.57,101.59,36987
08/25/2014,1437,101.59,101.6,101.58,101.6,36577
08/25/2014,1438,101.59,101.61,101.59,101.6,29517
08/25/2014,1439,101.6,101.6,101.57,101.58,35801
08/25/2014,1440,101.57,101.58,101.56,101.56,85474
08/25/2014,1441,101.56,101.57,101.54,101.55,29052
08/25/2014,1442,101.55,101.57,101.55,101.55,44889
08/25/2014,1443,101.56,101.56,101.53,101.53,26846
08/25/2014,1444,101.54,101.55,101.53,101.54,26094
08/25/2014,1445,101.53,101.54,101.51,101.51,34915
08/25/2014,1446,101.52,101.52,101.51,101.52,29596
08/25/2014,1447,101.52,101.53,101.51,101.53,33817
08/25/2014,1448,101.52,101.53,101.51,101.52,29077
08/25/2014,1449,101.52,101.53,101.51,101.52,32020
08/25/2014,1450,101.52,101.53,101.52,101.53,12344
08/25/2014,1451,101.53,101.54,101.52,101.54,49172
08/25/2014,1452,101.54,101.54,101.53,101.54,13122
08/25/2014,1453,101.54,101.54,101.53,101.53,15135
08/25/2014,1454,101.54,101.54,101.52,101.52,65660
08/25/2014,1455,101.52,101.59,101.52,101.58,93078
08/25/2014,1456,101.57,101.6,101.57,101.6,28825
08/25/2014,1457,101.6,101.61,101.59,101.61,46808
08/25/2014,1458,101.61,101.61,101.6,101.61,11090
08/25/2014,1459,101.6,101.62,101.6,101.61,30958
08/25/2014,1500,101.62,101.67,101.61,101.67,69743
08/25/2014,1501,101.67,101.68,101.65,101.65,33093
08/25/2014,1502,101.65,101.66,101.64,101.65,35557
08/25/2014,1503,101.66,101.67,101.65,101.66,61246
08/25/2014,1504,101.66,101.67,101.66,101.67,20399
08/25/2014,1505,101.67,101.67,101.66,101.66,31891
08/25/2014,1506,101.67,101.67,101.66,101.66,41597
08/25/2014,1507,101.67,101.67,101.64,101.64,57623
08/25/2014,1508,101.64,101.64,101.62,101.62,37006
08/25/2014,1509,101.62,101.63,101.61,101.62,38961
08/25/2014,1510,101.63,101.64,101.63,101.63,21986
08/25/2014,1511,101.64,101.65,101.63,101.65,48795
08/25/2014,1512,101.65,101.65,101.64,101.64,31732
08/25/2014,1513,101.65,101.65,101.62,101.65,73336
08/25/2014,1514,101.64,101.65,101.64,101.65,25214
08/25/2014,1515,101.65,101.65,101.64,101.64,55681
08/25/2014,1516,101.65,101.67,101.64,101.64,27752
08/25/2014,1517,101.65,101.65,101.63,101.65,48676
08/25/2014,1518,101.65,101.65,101.64,101.65,22214
08/25/2014,1519,101.65,101.65,101.64,101.65,32784
08/25/2014,1520,101.64,101.65,101.63,101.65,80933
08/25/2014,1521,101.64,101.65,101.63,101.63,51097
08/25/2014,1522,101.64,101.64,101.61,101.62,79852
08/25/2014,1523,101.62,101.62,101.61,101.61,11318
08/25/2014,1524,101.62,101.62,101.61,101.61,34547
08/25/2014,1525,101.61,101.63,101.61,101.63,40707
08/25/2014,1526,101.62,101.65,101.62,101.64,46617
08/25/2014,1527,101.65,101.67,101.64,101.67,90274
08/25/2014,1528,101.67,101.67,101.66,101.67,55348
08/25/2014,1529,101.67,101.68,101.66,101.68,68341
08/25/2014,1530,101.68,101.69,101.67,101.69,28707
08/25/2014,1531,101.68,101.74,101.68,101.72,122420
08/25/2014,1532,101.72,101.72,101.7,101.71,57904
08/25/2014,1533,101.71,101.72,101.69,101.69,41248
08/25/2014,1534,101.7,101.7,101.68,101.7,70345
08/25/2014,1535,101.7,101.71,101.69,101.71,45773
08/25/2014,1536,101.71,101.73,101.7,101.72,52236
08/25/2014,1537,101.72,101.73,101.71,101.73,41451
08/25/2014,1538,101.73,101.73,101.72,101.73,30412
08/25/2014,1539,101.72,101.75,101.71,101.75,111790
08/25/2014,1540,101.74,101.75,101.74,101.74,46861
08/25/2014,1541,101.75,101.75,101.72,101.73,84424
08/25/2014,1542,101.73,101.73,101.71,101.71,74078
08/25/2014,1543,101.72,101.73,101.71,101.71,42098
08/25/2014,1544,101.72,101.72,101.7,101.71,53910
08/25/2014,1545,101.71,101.72,101.7,101.72,71727
08/25/2014,1546,101.73,101.74,101.71,101.72,56279
08/25/2014,1547,101.71,101.72,101.69,101.7,57465
08/25/2014,1548,101.69,101.72,101.69,101.72,68521
08/25/2014,1549,101.72,101.72,101.7,101.72,53742
08/25/2014,1550,101.71,101.72,101.6,101.62,287190
08/25/2014,1551,101.63,101.65,101.62,101.64,140918
08/25/2014,1552,101.64,101.65,101.59,101.61,118480
08/25/2014,1553,101.62,101.64,101.58,101.6,137197
08/25/2014,1554,101.6,101.64,101.59,101.63,103113
08/25/2014,1555,101.63,101.64,101.58,101.59,175044
08/25/2014,1556,101.58,101.6,101.56,101.59,156340
08/25/2014,1557,101.59,101.63,101.58,101.63,135642
08/25/2014,1558,101.63,101.66,101.57,101.57,304800
08/25/2014,1559,101.57,101.62,101.53,101.54,521709
08/26/2014,0930,101.42,101.5,101.4,101.43,535716
08/26/2014,0931,101.43,101.5,101.42,101.49,169692
08/26/2014,0932,101.5,101.5,101.35,101.39,227343
08/26/2014,0933,101.38,101.4,101.34,101.35,202438
08/26/2014,0934,101.35,101.38,101.31,101.33,173374
08/26/2014,0935,101.33,101.44,101.32,101.42,283296
08/26/2014,0936,101.42,101.45,101.4,101.44,195523
08/26/2014,0937,101.44,101.47,101.42,101.45,135556
08/26/2014,0938,101.45,101.46,101.37,101.37,150787
08/26/2014,0939,101.37,101.38,101.24,101.24,276034
08/26/2014,0940,101.24,101.3,101.19,101.24,387701
08/26/2014,0941,101.23,101.24,100.86,100.91,884952
08/26/2014,0942,100.91,101.12,100.91,101.08,477528
08/26/2014,0943,101.07,101.09,100.95,100.95,166495
08/26/2014,0944,100.97,100.98,100.9,100.94,231402
08/26/2014,0945,100.93,101.04,100.93,100.99,257271
08/26/2014,0946,100.98,101.04,100.92,101.03,161845
08/26/2014,0947,101.04,101.14,101.03,101.13,186850
08/26/2014,0948,101.13,101.23,101.12,101.22,180872
08/26/2014,0949,101.23,101.3,101.21,101.3,156592
08/26/2014,0950,101.3,101.3,101.12,101.14,245966
08/26/2014,0951,101.15,101.23,101.13,101.22,110558
08/26/2014,0952,101.22,101.25,101.15,101.24,121285
08/26/2014,0953,101.24,101.3,101.23,101.29,127036
08/26/2014,0954,101.29,101.35,101.28,101.33,148074
08/26/2014,0955,101.34,101.35,101.27,101.32,109715
08/26/2014,0956,101.31,101.32,101.26,101.3,85482
08/26/2014,0957,101.31,101.31,101.25,101.26,64140
08/26/2014,0958,101.25,101.26,101.2,101.25,88086
08/26/2014,0959,101.25,101.28,101.2,101.22,113451
08/26/2014,1000,101.22,101.26,101.14,101.16,149605
08/26/2014,1001,101.16,101.24,101.15,101.18,119708
08/26/2014,1002,101.17,101.17,101.04,101.07,169781
08/26/2014,1003,101.06,101.19,101.06,101.16,125788
08/26/2014,1004,101.17,101.17,101,101,211193
08/26/2014,1005,101.01,101.02,100.98,101.01,198013
08/26/2014,1006,101.01,101.04,100.98,100.99,143457
08/26/2014,1007,100.99,101.01,100.95,100.97,123319
08/26/2014,1008,100.96,100.97,100.9,100.9,263290
08/26/2014,1009,100.91,100.93,100.88,100.91,188631
08/26/2014,1010,100.92,100.98,100.92,100.98,194049
08/26/2014,1011,100.98,101.05,100.97,101.04,174662
08/26/2014,1012,101.04,101.07,100.99,100.99,127786
08/26/2014,1013,101,101.06,100.99,101.03,109045
08/26/2014,1014,101.04,101.06,101,101.01,118174
08/26/2014,1015,101.01,101.03,100.99,100.99,105638
08/26/2014,1016,100.99,101.07,100.96,101.07,123044
08/26/2014,1017,101.07,101.08,101.03,101.05,87286
08/26/2014,1018,101.06,101.06,100.95,100.96,103085
08/26/2014,1019,100.96,100.97,100.93,100.93,121914
08/26/2014,1020,100.93,100.94,100.91,100.93,96188
08/26/2014,1021,100.92,100.93,100.9,100.92,115085
08/26/2014,1022,100.91,100.93,100.9,100.92,107312
08/26/2014,1023,100.93,100.93,100.87,100.9,136230
08/26/2014,1024,100.92,100.93,100.9,100.91,97632
08/26/2014,1025,100.91,100.93,100.88,100.89,135429
08/26/2014,1026,100.89,100.98,100.88,100.96,180495
08/26/2014,1027,100.97,101,100.94,100.99,102782
08/26/2014,1028,100.99,101.05,100.98,101.05,132716
08/26/2014,1029,101.05,101.1,101.03,101.09,159362
08/26/2014,1030,101.09,101.15,101.08,101.14,153160
08/26/2014,1031,101.14,101.16,101.13,101.14,112157
08/26/2014,1032,101.14,101.15,101.11,101.13,91497
08/26/2014,1033,101.12,101.15,101.12,101.12,76050
08/26/2014,1034,101.13,101.16,101.11,101.13,100998
08/26/2014,1035,101.14,101.19,101.12,101.19,115412
08/26/2014,1036,101.19,101.2,101.16,101.17,79853
08/26/2014,1037,101.17,101.17,101.1,101.12,65339
08/26/2014,1038,101.12,101.16,101.11,101.15,44816
08/26/2014,1039,101.15,101.23,101.15,101.21,132020
08/26/2014,1040,101.2,101.22,101.17,101.2,47165
08/26/2014,1041,101.19,101.21,101.19,101.21,32909
08/26/2014,1042,101.2,101.22,101.2,101.21,63417
08/26/2014,1043,101.21,101.22,101.17,101.19,85773
08/26/2014,1044,101.19,101.19,101.11,101.13,90021
08/26/2014,1045,101.13,101.13,101.03,101.09,161772
08/26/2014,1046,101.1,101.16,101.1,101.15,68540
08/26/2014,1047,101.15,101.2,101.14,101.19,57374
08/26/2014,1048,101.2,101.24,101.19,101.23,108670
08/26/2014,1049,101.23,101.25,101.22,101.22,51725
08/26/2014,1050,101.22,101.23,101.15,101.19,76178
08/26/2014,1051,101.18,101.18,101.13,101.15,66354
08/26/2014,1052,101.16,101.17,101.1,101.12,89631
08/26/2014,1053,101.13,101.15,101.11,101.14,52273
08/26/2014,1054,101.15,101.16,101.14,101.15,87497
08/26/2014,1055,101.14,101.15,101.1,101.13,173695
08/26/2014,1056,101.13,101.13,101.08,101.1,65554
08/26/2014,1057,101.09,101.1,101.02,101.02,90917
08/26/2014,1058,101.03,101.07,101.02,101.07,88280
08/26/2014,1059,101.07,101.07,101.01,101.03,91408
08/26/2014,1100,101.03,101.05,101.02,101.03,79190
08/26/2014,1101,101.03,101.05,101.02,101.05,66357
08/26/2014,1102,101.05,101.1,100.99,101.09,308998
08/26/2014,1103,101.08,101.13,101.07,101.1,138643
08/26/2014,1104,101.09,101.14,101.08,101.13,62247
08/26/2014,1105,101.13,101.14,101.1,101.12,69518
08/26/2014,1106,101.12,101.13,101.06,101.08,100818
08/26/2014,1107,101.07,101.1,101.07,101.09,55513
08/26/2014,1108,101.08,101.12,101.08,101.11,60851
08/26/2014,1109,101.12,101.12,101.08,101.1,46392
08/26/2014,1110,101.1,101.11,101.08,101.1,90497
08/26/2014,1111,101.1,101.12,101.09,101.11,51015
08/26/2014,1112,101.11,101.13,101.09,101.11,84751
08/26/2014,1113,101.11,101.11,101.07,101.09,70833
08/26/2014,1114,101.09,101.12,101.09,101.1,70826
08/26/2014,1115,101.1,101.1,101.07,101.08,43513
08/26/2014,1116,101.08,101.11,101.07,101.1,47054
08/26/2014,1117,101.1,101.13,101.1,101.1,85855
08/26/2014,1118,101.1,101.14,101.1,101.11,62576
08/26/2014,1119,101.12,101.12,101.06,101.1,72508
08/26/2014,1120,101.09,101.1,101.08,101.1,19642
08/26/2014,1121,101.09,101.11,101.08,101.11,40633
08/26/2014,1122,101.11,101.12,101.09,101.11,44602
08/26/2014,1123,101.11,101.12,101.09,101.09,55699
08/26/2014,1124,101.1,101.11,101.07,101.07,37634
08/26/2014,1125,101.07,101.12,101.06,101.11,74881
08/26/2014,1126,101.11,101.11,101.08,101.1,57049
08/26/2014,1127,101.1,101.15,101.09,101.14,119758
08/26/2014,1128,101.14,101.15,101.14,101.15,45434
08/26/2014,1129,101.15,101.17,101.13,101.16,50807
08/26/2014,1130,101.16,101.19,101.15,101.17,52639
08/26/2014,1131,101.17,101.19,101.15,101.16,47662
08/26/2014,1132,101.16,101.17,101.14,101.16,48645
08/26/2014,1133,101.17,101.17,101.15,101.15,37655
08/26/2014,1134,101.15,101.16,101.11,101.14,51299
08/26/2014,1135,101.14,101.15,101.13,101.14,51259
08/26/2014,1136,101.14,101.15,101.08,101.09,75160
08/26/2014,1137,101.08,101.11,101.07,101.09,46186
08/26/2014,1138,101.09,101.12,101.08,101.11,37727
08/26/2014,1139,101.11,101.12,101.1,101.11,31415
08/26/2014,1140,101.11,101.11,101.06,101.07,108141
08/26/2014,1141,101.06,101.07,101.04,101.04,107705
08/26/2014,1142,101.05,101.06,101.04,101.06,51932
08/26/2014,1143,101.07,101.07,101.05,101.06,42716
08/26/2014,1144,101.06,101.08,101.05,101.06,54217
08/26/2014,1145,101.06,101.08,101.06,101.07,36428
08/26/2014,1146,101.08,101.11,101.08,101.09,34992
08/26/2014,1147,101.09,101.14,101.09,101.14,47999
08/26/2014,1148,101.14,101.17,101.13,101.15,84555
08/26/2014,1149,101.15,101.16,101.13,101.14,30377
08/26/2014,1150,101.14,101.16,101.12,101.14,33860
08/26/2014,1151,101.14,101.16,101.11,101.13,31493
08/26/2014,1152,101.14,101.15,101.12,101.14,25490
08/26/2014,1153,101.14,101.16,101.13,101.15,30266
08/26/2014,1154,101.15,101.15,101.13,101.14,37699
08/26/2014,1155,101.14,101.14,101.1,101.11,40017
08/26/2014,1156,101.11,101.12,101.1,101.12,17583
08/26/2014,1157,101.12,101.16,101.09,101.13,142186
08/26/2014,1158,101.13,101.17,101.13,101.16,31068
08/26/2014,1159,101.16,101.18,101.13,101.16,106216
08/26/2014,1200,101.16,101.16,101.13,101.16,29868
08/26/2014,1201,101.16,101.18,101.13,101.16,82039
08/26/2014,1202,101.15,101.17,101.15,101.15,35398
08/26/2014,1203,101.16,101.16,101.12,101.13,46554
08/26/2014,1204,101.12,101.15,101.07,101.15,103302
08/26/2014,1205,101.15,101.16,101.14,101.16,44890
08/26/2014,1206,101.15,101.16,101.15,101.15,36736
08/26/2014,1207,101.15,101.16,101.13,101.15,55169
08/26/2014,1208,101.14,101.17,101.14,101.16,53930
08/26/2014,1209,101.16,101.2,101.15,101.2,53711
08/26/2014,1210,101.2,101.23,101.17,101.18,66030
08/26/2014,1211,101.19,101.2,101.16,101.16,43183
08/26/2014,1212,101.16,101.17,101.15,101.17,38256
08/26/2014,1213,101.16,101.17,101.13,101.14,36147
08/26/2014,1214,101.15,101.15,101.14,101.14,26212
08/26/2014,1215,101.15,101.16,101.13,101.15,29840
08/26/2014,1216,101.15,101.16,101.13,101.13,52165
08/26/2014,1217,101.13,101.15,101.12,101.14,34934
08/26/2014,1218,101.14,101.16,101.13,101.16,21080
08/26/2014,1219,101.15,101.16,101.14,101.15,31068
08/26/2014,1220,101.16,101.16,101.14,101.16,17742
08/26/2014,1221,101.15,101.2,101.15,101.18,35416
08/26/2014,1222,101.18,101.19,101.15,101.16,31722
08/26/2014,1223,101.17,101.2,101.16,101.2,23415
08/26/2014,1224,101.2,101.4,101.19,101.27,113935
08/26/2014,1225,101.27,101.3,101.25,101.28,77182
08/26/2014,1226,101.28,101.29,101.25,101.27,41974
08/26/2014,1227,101.26,101.29,101.25,101.29,46250
08/26/2014,1228,101.28,101.29,101.17,101.17,66764
08/26/2014,1229,101.17,101.19,101.15,101.17,61109
08/26/2014,1230,101.17,101.19,101.16,101.17,45908
08/26/2014,1231,101.17,101.19,101.14,101.14,38947
08/26/2014,1232,101.14,101.17,101.14,101.16,22042
